,brand,category,name,rating,number_of_reviews,price,value_price,MarketingFlags,MarketingFlags_content,online_only,exclusive,limited_edition,limited_time_offer,likes
4067,Josie Maran,Body Lotions & Body Oils,Whipped Argan Oil Illuminizing Body Butter,0,17,38.0,38.0,True,limited edition · online only,1,0,1,0,2200
4068,Josie Maran,Highlighter,Argan Moonstone Glow Highlighting Stick,0,50,25.0,25.0,True,exclusive,0,1,0,0,4000
4070,Josie Maran,Eyebrow,The Good Brow,1,47,24.0,24.0,True,exclusive,0,1,0,0,2300
4072,Jouer Cosmetics,Blush,Blush Bouquet Dual Blush Palette,1,207,30.0,30.0,False,0,0,0,0,0,33900
4073,Jouer Cosmetics,Lip Balm & Treatment,Essential Hydrating Lip Oil,1,14,18.0,18.0,False,0,0,0,0,0,7500
4074,Jouer Cosmetics,Concealer,Essential High Coverage Liquid Concealer,1,276,22.0,22.0,False,0,0,0,0,0,40100
4076,Jouer Cosmetics,Bronzer,Sunswept Bronzer Duo,1,44,30.0,30.0,True,online only,1,0,0,0,11600
4079,Jouer Cosmetics,Concealer,Essential High Coverage Concealer Pen,0,20,22.0,22.0,False,0,0,0,0,0,6700
4080,Jouer Cosmetics,Lip Balms & Treatments,Overnight Conditioning & Repairing Lip Mask,1,33,20.0,20.0,True,online only,1,0,0,0,4700
4081,Jouer Cosmetics,Lip Balm & Treatment,Essential Lip Enhancer Shine Balm,0,89,18.0,18.0,False,0,0,0,0,0,11700
4082,Jouer Cosmetics,Highlighter,Powder Highlighter,1,106,24.0,24.0,True,online only,1,0,0,0,21200
4083,Jouer Cosmetics,Cheek Palettes,Rose Gold Blush Bouquet Dual Blush Palette Mini,1,34,18.0,18.0,False,0,0,0,0,0,6100
4084,Jouer Cosmetics,Setting Spray & Powder,Soft Focus Hydrate + Set Powder,1,70,30.0,30.0,False,0,0,0,0,0,10900
4085,Jouer Cosmetics,Cheek Palettes,Rose Cut Gems Blush & Cheek Topper Palette,1,26,39.0,39.0,True,limited edition,0,0,1,0,5200
4087,Jouer Cosmetics,Lip Gloss,High Pigment Pearl Lip Gloss,1,20,17.0,17.0,False,0,0,0,0,0,4600
4088,Jouer Cosmetics,Lip Balm & Treatment,Essential Lip Care Duo,1,11,25.0,34.0,True,limited edition,0,0,1,0,2600
4089,Jouer Cosmetics,Eye Palettes,"Tan Lines Matte, Shimmer & Luxe Foil Eyeshadow Palette",0,57,34.0,34.0,True,limited edition,0,0,1,0,4800
4090,Jouer Cosmetics,Eyeshadow,Crème Eyeshadow Crayon – Rose Gold Collection ,1,4,18.0,18.0,False,0,0,0,0,0,1700
4091,Juicy Couture,Perfume,Viva La Juicy,1,1000,79.0,79.0,False,0,0,0,0,0,35300
4092,Juicy Couture,Perfume Gift Sets,Viva la Juicy Set,0,0,100.0,149.0,True,limited edition · online only,1,0,1,0,340
4093,Juicy Couture,Perfume,Viva La Juicy Gold Couture,1,133,79.0,79.0,False,0,0,0,0,0,8100
4094,Juicy Couture,Rollerballs & Travel Size,Viva La Juicy Rollerball,1,76,24.0,24.0,False,0,0,0,0,0,10300
4095,Juicy Couture,Perfume,Viva La Juicy Rosé,1,61,79.0,79.0,True,online only,1,0,0,0,6500
4096,Juicy Couture,Perfume,Juicy Couture,1,579,76.0,76.0,False,0,0,0,0,0,9000
4097,Juicy Couture,Perfume,OUI,1,22,85.0,85.0,True,online only,1,0,0,0,2400
4098,Juicy Couture,Rollerballs & Travel Size,Viva La Juicy Rosé Rollerball Duo,1,10,27.0,27.0,True,online only,1,0,0,0,2900
4099,Juicy Couture,Perfume,Viva La Juicy Noir ,1,118,99.0,99.0,False,0,0,0,0,0,7200
4100,Juicy Couture,Perfume,I am Juicy Couture,1,29,76.0,76.0,False,0,0,0,0,0,2500
4101,Juicy Couture,Perfume,Royal Rose Eau de Parfum,1,12,130.0,130.0,True,online only,1,0,0,0,1400
4102,Juliette Has a Gun,Perfume,Not A Perfume,1,632,135.0,135.0,False,0,0,0,0,0,26600
4103,Juliette Has a Gun,Perfume,Vanilla Vibes,1,122,135.0,135.0,False,0,0,0,0,0,6200
4104,Juliette Has a Gun,Rollerballs & Travel Size,Not A Perfume Travel Spray,1,336,28.0,28.0,False,0,0,0,0,0,21500
4105,Juliette Has a Gun,Rollerballs & Travel Size,Vanilla Vibes Travel Spray,1,51,28.0,28.0,False,0,0,0,0,0,5600
4106,Juliette Has a Gun,Perfume Gift Sets,Essential Wardrobe Mini Set,1,7,28.0,28.0,True,limited edition · online only,1,0,1,0,2700
4107,Juliette Has a Gun,Perfume,MMMM…,1,113,135.0,135.0,False,0,0,0,0,0,5600
4108,Juliette Has a Gun,Perfume Gift Sets,Must-Have Gift Set,1,8,99.0,99.0,True,limited edition · exclusive,0,1,1,0,1300
4109,Juliette Has a Gun,Perfume,Sunny Side Up,1,81,135.0,135.0,False,0,0,0,0,0,2700
4111,Juliette Has a Gun,Perfume,Lady Vengeance,1,73,28.0,28.0,True,exclusive,0,1,0,0,5100
4112,Juliette Has a Gun,Rollerballs & Travel Size,Lady Vengeance Travel Spray,1,26,28.0,28.0,True,exclusive,0,1,0,0,3400
4113,Juliette Has a Gun,Rollerballs & Travel Size,MMMM… Travel Spray,1,93,28.0,28.0,False,0,0,0,0,0,5600
4114,Juliette Has a Gun,Perfume,Anyway,1,25,135.0,135.0,False,0,0,0,0,0,2800
4115,Juliette Has a Gun,Perfume,Gentlewoman,1,38,145.0,145.0,False,0,0,0,0,0,2100
4116,Juliette Has a Gun,Rollerballs & Travel Size,Sunny Side Up Travel Spray,1,55,28.0,28.0,False,0,0,0,0,0,2500
4117,Juliette Has a Gun,Perfume,Not A Hair & Body Mist,0,7,58.0,58.0,False,0,0,0,0,0,449
4120,Juliette Has a Gun,Perfume,Another Oud,1,32,145.0,145.0,False,0,0,0,0,0,1800
4121,Juliette Has a Gun,Rollerballs & Travel Size,Moscow Mule Travel Spray,1,10,28.0,28.0,False,0,0,0,0,0,0
4122,Juliette Has a Gun,no category,Discovery Kit,1,13,25.0,25.0,False,0,0,0,0,0,2000
4123,Juliette Has a Gun,Perfume,Romantina,1,16,135.0,135.0,False,0,0,0,0,0,1700
4124,Juliette Has a Gun,Perfume,Miss Charming,1,19,135.0,135.0,False,0,0,0,0,0,1900
4125,Juliette Has a Gun,Perfume,Universal Purse Spray,1,54,35.0,35.0,False,0,0,0,0,0,5400
4126,Juliette Has a Gun,Perfume,Midnight Oud,1,22,145.0,145.0,False,0,0,0,0,0,2000
4127,Kaja,Eye Palettes,Beauty Bento Bouncy Shimmer Eyeshadow Trio,1,1000,21.0,21.0,True,exclusive,0,1,0,0,121000
4128,Kaja,Eyeliner,Wink Stamp Wing Eyeliner Stamp & Pen,1,1000,25.0,25.0,True,exclusive,0,1,0,0,17800
4129,Kaja,Blush,Cheeky Stamp Blendable Blush,1,1000,24.0,24.0,True,exclusive,0,1,0,0,47200
4130,Kaja,Face Primer,Dream Puff Radiant Mousse Primer,1,27,26.0,26.0,True,exclusive,0,1,0,0,6000
4131,Kaja,Lipstick,Air Heart Lightweight Natural Finish Lipstick,1,134,17.0,17.0,True,exclusive,0,1,0,0,19600
4132,Kaja,Concealer,Don't Settle Concealer,1,158,16.0,16.0,True,exclusive,0,1,0,0,13500
4133,Kaja,Concealer,Cat Nap Under Eye Brightener,1,59,19.0,19.0,True,exclusive,0,1,0,0,6900
4134,Kaja,Lip Gloss,Heart Melter Lip Gloss Stick,1,201,17.0,17.0,True,exclusive,0,1,0,0,41800
4135,Kaja,Highlighter,Roller Glow Roll-On Highlighting Balm,0,498,28.0,28.0,False,0,0,0,0,0,8500
4136,Kaja,Blush,Mochi Pop Bouncy Blush,1,64,19.0,19.0,True,exclusive,0,1,0,0,16400
4137,Kaja,Lip Balm & Treatment,Mood Balm Color Changing Lip Moisturizer,1,138,14.0,14.0,True,exclusive,0,1,0,0,20400
4139,Kaja,Eyeshadow,Moon Crystal Sparkling Eye Pigment,1,774,16.0,16.0,True,exclusive,0,1,0,0,28000
4140,Kaja,Bronzer,Beachy Stamp Blendable Liquid Bronzer ,0,0,24.0,24.0,True,exclusive,0,1,0,0,1700
4141,Kaja,Highlighter,Glowy Stamp Liquid Highlighter,0,0,24.0,24.0,True,exclusive,0,1,0,0,1300
4142,Kaja,Lip Stain,Cushy Vibe High-Pigment Lip Stain,1,508,18.0,18.0,True,exclusive,0,1,0,0,34500
4143,Kaja,Highlighter,Mochi Glow Bouncy Highlighter,1,536,19.0,19.0,True,exclusive,0,1,0,0,27500
4144,Kaja,Eyebrow,Brow Blowout Fiber Gel Brow Definer,1,83,16.0,16.0,True,exclusive,0,1,0,0,7200
4145,Kate Somerville,Exfoliators,ExfoliKate® Intensive Pore Exfoliating Treatment,1,2000,24.0,24.0,False,0,0,0,0,0,57800
4146,Kate Somerville,Face Wash & Cleansers,ExfoliKate® Cleanser Daily Foaming Wash,1,729,38.0,38.0,False,0,0,0,0,0,42800
4147,Kate Somerville,Skincare,ExfoliKate® Intensive Pore Exfoliating Treatment Mini,1,289,24.0,24.0,False,0,0,0,0,0,39100
4148,Kate Somerville,Blemish & Acne Treatments,EradiKate™ Acne Treatment,1,2000,26.0,26.0,False,0,0,0,0,0,78800
4149,Kate Somerville,Face Serums,Kx Active Concentrates Ceramides + Omegas Serum,1,149,98.0,98.0,True,exclusive,0,1,0,0,3700
4150,Kate Somerville,Blemish & Acne Treatments,EradiKate® Daily Cleanser Acne Treatment,1,488,38.0,38.0,False,0,0,0,0,0,28900
4151,Kate Somerville,Facial Peels,Liquid ExfoliKate® Triple Acid Resurfacing Treatment,1,234,58.0,58.0,False,0,0,0,0,0,13100
4152,Kate Somerville,Value & Gift Sets,Breakout Fighters,1,34,55.0,88.0,False,0,0,0,0,0,10500
4153,Kate Somerville,Face Serums,Anti Bac Clearing Lotion,1,524,42.0,42.0,False,0,0,0,0,0,22100
4154,Kate Somerville,Value & Gift Sets,Face the Glow,1,21,65.0,115.0,False,0,0,0,0,0,8000
4155,Kate Somerville,Moisturizers,Oil Free Moisturizer,1,692,65.0,65.0,False,0,0,0,0,0,16100
4156,Kate Somerville,Moisturizers,Goat Milk Moisturizing Cream,1,524,65.0,65.0,False,0,0,0,0,0,15600
4158,Kate Somerville,Moisturizers,ExfoliKate® Glow Moisturizer,1,991,65.0,65.0,False,0,0,0,0,0,11000
4159,Kate Somerville,Skincare,ExfoliKate® Cleanser Daily Foaming Wash Mini,1,115,19.0,19.0,False,0,0,0,0,0,12900
4160,Kate Somerville,Moisturizers,Age Arrest Anti-Wrinkle Cream,1,75,90.0,90.0,False,0,0,0,0,0,3700
4161,Kate Somerville,Face Serums,D-Scar™ Scar Diminishing Serum,1,388,48.0,48.0,False,0,0,0,0,0,27600
4162,Kate Somerville,Blemish & Acne Treatments,EradiKate® Salicylic Acid Acne Treatment,1,68,58.0,58.0,False,0,0,0,0,0,6000
4163,Kate Somerville,Face Wash & Cleansers,Goat Milk Moisturizing Cleanser,1,73,38.0,38.0,False,0,0,0,0,0,5900
4164,Kate Somerville,Face Serums,+Retinol Vita C Power Serum,1,94,98.0,98.0,False,0,0,0,0,0,5600
4165,Kate Somerville,Facial Peels,RetAsphere™ Micro Peel,1,60,90.0,90.0,False,0,0,0,0,0,9800
4166,Kate Somerville,Moisturizers,Dry Skin Saver,1,71,48.0,48.0,False,0,0,0,0,0,7800
4167,Kate Somerville,Moisturizers,+Retinol Vitamin C Moisturizer,1,130,90.0,90.0,False,0,0,0,0,0,2900
4168,Kate Somerville,Blemish & Acne Treatments,EradiKate™ Mask Foam-Activated Acne Treatment,1,168,54.0,54.0,False,0,0,0,0,0,13100
4170,Kate Somerville,Eye Creams & Treatments,Line Release Under Eye Repair Cream,1,68,125.0,125.0,False,0,0,0,0,0,3500
4171,Kate Somerville,Face Wash & Cleansers,Gentle Daily Wash,1,207,36.0,36.0,False,0,0,0,0,0,5300
4172,Kate Somerville,Face Serums,Kx Active Concentrates Bio-Mimicking Peptides Serum,1,351,98.0,98.0,True,exclusive,0,1,0,0,2400
4173,Kate Somerville,Face Serums,Quench Hydrating Face Serum,1,246,75.0,75.0,False,0,0,0,0,0,5200
4174,Kate Somerville,Value & Gift Sets,ExfoliKate® Cleanser Daily Foaming Wash Mini & Mighty Kit,0,0,60.0,79.0,True,limited edition · exclusive · online only,1,1,1,0,363
4175,Kate Somerville,Moisturizers,Peptide K8™ Power Cream,1,77,150.0,150.0,False,0,0,0,0,0,4400
4178,Kate Somerville,Setting Spray & Powder,UncompliKated SPF 50 Soft Focus Makeup Setting Spray,0,183,38.0,38.0,False,0,0,0,0,0,10800
4179,Kate Somerville,Eye Creams & Treatments,Wrinkle Warrior® Eye Gel Visible Dark Circle Eraser,0,77,60.0,60.0,False,0,0,0,0,0,3600
4180,Kate Somerville,Face Serums,DermalQuench Liquid Lift™ Advanced Wrinkle Treatment ,0,121,95.0,95.0,False,0,0,0,0,0,6800
4182,Kate Somerville,Value & Gift Sets,Glow and Go Set,1,1,45.0,57.0,True,limited edition · exclusive · online only,1,1,1,0,1900
4183,Kate Somerville,Face Serums,Tight'N™ Cryogenic Tightening Gel,1,136,98.0,98.0,False,0,0,0,0,0,3000
4184,Kate Somerville,Value & Gift Sets,Kate's Mini Must Haves,1,5,55.0,69.0,True,exclusive,0,1,0,0,4800
4185,Kate Somerville,Face Wash & Cleansers,Purify Clarifying Cleanser,1,73,34.0,34.0,False,0,0,0,0,0,1400
4186,Kate Somerville,Face Sunscreen,Daily Deflector™ Waterlight Broad Spectrum SPF 50+ PA+++ Anti-Aging Sunscreen,0,71,48.0,48.0,False,0,0,0,0,0,3500
4187,Kate Somerville,Eye Creams & Treatments,KateCeuticals™ Contouring Eye Serum,0,2,125.0,125.0,True,online only,1,0,0,0,1100
4188,kate spade new york,Perfume,Walk On Air,1,36,78.0,78.0,True,online only,1,0,0,0,3900
4189,kate spade new york,Perfume,Live Colorfully,1,55,58.0,58.0,True,online only,1,0,0,0,3400
4190,kate spade new york,Rollerballs & Travel Size,Walk On Air Rollerball,1,18,28.0,28.0,True,online only,1,0,0,0,2400
4191,Kenzo,Perfume,FlowerbyKenzo,1,476,62.0,62.0,False,0,0,0,0,0,7800
4192,Kenzo,Perfume,KenzoAmour,1,329,87.0,87.0,False,0,0,0,0,0,4600
4193,Kenzo,Cologne,Homme Sport,1,1,63.0,63.0,False,0,0,0,0,0,145
4194,Kenzo,Body Mist & Hair Mist,KENZO World Silky Body Mist,0,6,40.0,40.0,True,online only,1,0,0,0,382
4195,KENZOKI,Moisturizers,Moisturizing Skin Guardian,1,23,45.0,45.0,True,exclusive,0,1,0,0,1300
4196,KENZOKI,Lotions & Oils,Bare Body Powder-Oil,1,8,43.0,43.0,False,0,0,0,0,0,790
4197,KENZOKI,Moisturizers,Vital-Ice Cream,1,5,59.0,59.0,True,exclusive,0,1,0,0,428
4199,KENZOKI,Eye Creams & Treatments,Lotus Caress to Moisturize Eyes,0,8,35.0,35.0,True,exclusive,0,1,0,0,651
4200,KENZOKI,Face Serums,Belle de Jour Fantastic Fluid,1,1,107.0,107.0,True,exclusive · online only,1,1,0,0,661
4202,KENZOKI,Eye Creams & Treatments,Belle de Jour Angel Eyes White Lotus Care,0,7,71.0,71.0,True,exclusive · online only,1,1,0,0,397
4203,KENZOKI,Face Masks,Belle de Jour White Lotus Mask,0,4,82.0,82.0,True,exclusive · online only,1,1,0,0,412
4204,KENZOKI,Moisturizers,White Lotus Moisturizing Jelly,0,1,45.0,45.0,True,online only,1,0,0,0,182
4205,Kérastase,Scalp & Hair Treatments,Genesis Scalp Serum,1,19,51.0,51.0,False,0,0,0,0,0,4000
4206,Kérastase,Hair Primers,Genesis Strengthening Blow Dry Primer,0,7,37.0,37.0,False,0,0,0,0,0,1700
4207,Kérastase,Hair Masks,Genesis Strengthening Hair Mask,1,3,62.0,62.0,False,0,0,0,0,0,1500
4208,Kérastase,Conditioner,Genesis Strengthening Conditioner,1,45,40.0,40.0,False,0,0,0,0,0,1500
4209,Kérastase,Shampoo,Genesis Strengthening Shampoo for Normal to Dry Hair,0,5,35.0,35.0,False,0,0,0,0,0,854
4210,Kérastase,Shampoo,Genesis Strengthening Shampoo for Normal to Oily Hair,1,41,35.0,35.0,False,0,0,0,0,0,1100
4211,Kérastase,Scalp & Hair Treatments,Nutritive 8H Magic Night Serum,1,111,55.0,55.0,False,0,0,0,0,0,19400
4212,Kérastase,Hair Styling Products,Elixir Ultime Oil Serum,1,189,50.0,50.0,True,exclusive,0,1,0,0,26200
4213,Kérastase,Shampoo,Blond Absolu Anti-Brass Purple Shampoo,1,92,35.0,35.0,False,0,0,0,0,0,11500
4214,Kérastase,Conditioner,Blond Absolu Strengthening Conditioner,1,37,40.0,40.0,False,0,0,0,0,0,7200
4215,Kérastase,Conditioner,Resistance Conditioner for Damaged Hair,1,99,34.0,34.0,True,exclusive,0,1,0,0,10600
4216,Kérastase,Scalp & Hair Treatments,Initialiste Advanced Scalp & Hair Serum,1,70,51.0,51.0,True,exclusive,0,1,0,0,10100
4217,Kérastase,Shampoo,Densifique Bodifying Shampoo,1,35,35.0,35.0,True,exclusive · online only,1,1,0,0,7500
4218,Kérastase,Shampoo,Resistance Shampoo for Damaged Hair,1,90,31.0,31.0,False,0,0,0,0,0,10400
4219,Kérastase,Hair Primers,Nutritive Blow-Dry Primer for Dry Hair,1,69,37.0,37.0,True,exclusive,0,1,0,0,9000
4220,Kérastase,Hair Primers,Resistance Blow-Dry Primer for Damaged Hair,1,111,37.0,37.0,True,exclusive,0,1,0,0,11500
4221,Kérastase,Conditioner,Discipline Smoothing Conditioner,1,43,40.0,40.0,True,exclusive,0,1,0,0,4800
4222,Kérastase,Hair Styling Products,Resistance Serum for Severely Damaged Hair,1,58,37.0,37.0,True,exclusive,0,1,0,0,9800
4223,Kérastase,Shampoo,Discipline Sulfate Free Smoothing Shampoo,1,75,35.0,35.0,True,exclusive,0,1,0,0,8100
4224,Kérastase,Conditioner,Nutritive Conditioner for Normal to Dry Hair,1,71,34.0,34.0,True,exclusive,0,1,0,0,3300
4225,Kérastase,Conditioner,Densifique Bodifying Conditioner,1,10,40.0,40.0,True,exclusive · online only,1,1,0,0,4200
4226,Kérastase,Hair Masks,Blond Absolu Anti-Brass Purple Mask,1,61,62.0,62.0,False,0,0,0,0,0,7800
4229,Kérastase,Shampoo,Blond Absolu Hydrating Illuminating Shampoo,1,30,35.0,35.0,False,0,0,0,0,0,4900
4232,Kérastase,Dry Shampoo,Fresh Affair Fine Fragrance Dry Shampoo,1,33,36.0,36.0,False,0,0,0,0,0,386
4233,Kérastase,Shampoo,Nutritive Shampoo for Severely Dry Hair,1,10,31.0,31.0,True,exclusive · online only,1,1,0,0,2800
4234,Kérastase,Hair Masks,Nutritive Mask for Severely Dry Hair,1,20,56.0,56.0,True,exclusive · online only,1,1,0,0,4600
4235,Kérastase,Hair Oil,Elixir Ultime Oil Serum Mini,1,25,24.0,24.0,True,exclusive,0,1,0,0,8900
4236,Kérastase,Conditioner,Nutritive Conditioner for Severely Dry Hair,1,12,34.0,34.0,True,exclusive · online only,1,1,0,0,2100
4237,Kérastase,Hair Oil,Discipline Oleo Relax Anti-Frizz Oil Serum,1,11,37.0,37.0,False,0,0,0,0,0,2900
4238,Kérastase,Hair Masks,Resistance Mask for Severely Damaged Hair,1,15,62.0,62.0,True,exclusive,0,1,0,0,3100
4239,Kérastase,Scalp & Hair Treatments,Resistance Length Strengthening Scalp Serum,1,11,51.0,51.0,False,0,0,0,0,0,5700
4241,Kérastase,Shampoo,Reflection Sulfate Free Shampoo for Color-Treated Hair,1,40,31.0,31.0,True,exclusive,0,1,0,0,3700
4242,Kérastase,Hair Masks,Reflection Mask for Color-Treated Hair,1,18,56.0,56.0,True,exclusive,0,1,0,0,3700
4244,Kérastase,Hair Primers,Discipline Blow-Dry Smoothing Primer,1,60,37.0,37.0,True,exclusive,0,1,0,0,6000
4245,Kérastase,Conditioner,Reflection Conditioner for Color-Treated Hair,0,34,34.0,34.0,True,exclusive,0,1,0,0,2300
4246,Kérastase,Scalp & Hair Treatments,Energizing Scrub: Purifying Scrub for Oily Scalp,1,48,50.0,50.0,False,0,0,0,0,0,1500
4247,Kérastase,Shampoo,Nutritive Shampoo for Dry Hair,1,71,31.0,31.0,True,exclusive,0,1,0,0,2800
4248,Kérastase,Hair Styling Products,Discipline Anti Frizz Smoothing Spray,1,50,37.0,37.0,True,exclusive,0,1,0,0,6300
4249,Kérastase,Hair Primers,Blond Absolu Heat Protecting Serum,1,45,37.0,37.0,False,0,0,0,0,0,7200
4250,Kérastase,Value & Gift Sets,Elixir Ultime Oil Power Duo - Shine & Strength Heroes,1,7,50.0,67.0,True,limited edition · exclusive,0,1,1,0,4400
4251,Kérastase,Hair Masks,Discipline Smoothing Mask,1,17,62.0,62.0,True,exclusive,0,1,0,0,3200
4252,Kérastase,Shampoo,Reflection Shampoo for Color-Treated Hair,1,11,31.0,31.0,True,exclusive,0,1,0,0,2600
4253,Kérastase,Shampoo,Specifique Shampoo for Thinning Hair,1,6,35.0,35.0,True,exclusive,0,1,0,0,2700
4255,Kérastase,Scalp & Hair Treatments,Relaxing Scrub: Soothing Scrub for Dry Scalp,1,32,50.0,50.0,False,0,0,0,0,0,942
4256,Kérastase,Hair Masks,Nutritive Mask for Dry Fine Hair,1,26,56.0,56.0,True,exclusive · online only,1,1,0,0,3800
4257,Kérastase,Value & Gift Sets,Dry Hair Stars Hair Nutritive Travel Trio,1,6,38.0,51.0,True,limited edition · online only,1,0,1,0,2700
4259,Kérastase,Shampoo,Resistance Shampoo for Severely Damaged Hair,1,12,35.0,35.0,True,exclusive,0,1,0,0,2300
4260,Kérastase,Hair Styling Products,L'incroyable Blow-Dry Reshapable Lotion,1,39,37.0,37.0,True,exclusive,0,1,0,0,3600
4261,Kérastase,Conditioner,Elixir Ultime Conditioner,1,12,40.0,40.0,True,exclusive,0,1,0,0,1300
4262,Kérastase,Shampoo,Densifique Bodifying Shampoo for Men,0,3,35.0,35.0,True,exclusive · online only,1,1,0,0,792
4263,Kérastase,Shampoo,Specifique Shampoo for Oily Scalp,0,46,35.0,35.0,True,exclusive,0,1,0,0,4000
4264,Kérastase,Hair Primers,Nutritive Blow-Dry Primer for Dry Hair Mini,0,7,18.0,18.0,False,0,0,0,0,0,2700
4265,Kérastase,Hair Primers,Resistance Blow-Dry Primer for Damaged Hair Mini,1,6,18.0,18.0,False,0,0,0,0,0,4000
4266,Kérastase,Conditioner,Resistance Pre-Shampoo Conditioner,1,12,40.0,40.0,True,exclusive,0,1,0,0,1900
4267,Kérastase,Hair Primers,Resistance Length Strengthening Blow-Dry Primer,1,4,37.0,37.0,False,0,0,0,0,0,1500
4268,Kérastase,Hair Styling Products,Densifique Bodifying Mousse,0,4,37.0,37.0,True,exclusive,0,1,0,0,1400
4269,Kérastase,Hair Masks,Resistance Mask for Damaged Hair Mini,0,1,21.0,21.0,True,online only,1,0,0,0,773
4270,Kérastase,Hair Masks,Densifique Bodifying Mask,1,5,62.0,62.0,True,exclusive · online only,1,1,0,0,2400
4271,Kérastase,Conditioner,Discipline Cleansing Conditioner,1,16,48.0,48.0,True,exclusive · online only,1,1,0,0,1500
4272,Kérastase,Hair Styling Products,Discipline Cream for Curly Hair,0,9,32.0,32.0,True,exclusive · online only,1,1,0,0,2100
4273,Kérastase,Value & Gift Sets,Frizz Control Stars Hair Discipline Travel Trio,0,2,45.0,60.0,True,limited edition · online only,1,0,1,0,2500
4274,Kérastase,Dry Shampoo,Mini Fresh Affair Fine Fragrance Dry Shampoo,0,0,19.0,19.0,True,online only,1,0,0,0,321
4275,Kérastase,Hair Spray,Laque Couture Medium Hold Hair Spray,1,7,30.0,30.0,True,exclusive,0,1,0,0,1000
4276,Kérastase,Hair Styling Products,Nutritive Hair Balm for Severely Dry Hair,1,12,37.0,37.0,True,exclusive · online only,1,1,0,0,1800
4277,Kérastase,Hair Spray,VIP Texturing Hair Spray,1,16,29.0,29.0,True,exclusive,0,1,0,0,1800
4278,Kérastase,Shampoo,Elixir Ultime Shampoo,0,14,35.0,35.0,True,exclusive,0,1,0,0,1400
4279,Kérastase,Hair Masks,Discipline Smoothing Mask Mini,1,2,26.0,26.0,True,online only,1,0,0,0,1400
4281,Kérastase,Hair Styling Products,Mousse Bouffante Volumizing Hair Mousse,0,8,29.0,29.0,True,exclusive,0,1,0,0,1200
4282,Kérastase,Hair Masks,Elixir Ultime Mask,1,14,62.0,62.0,True,exclusive,0,1,0,0,3100
4283,Kérastase,Shampoo,Specifique Shampoo for Sensitive Scalp,1,14,35.0,35.0,True,exclusive,0,1,0,0,1600
4284,Kérastase,Hair Styling Products,L'incroyable Blow-Dry Reshapable Cream,1,7,37.0,37.0,True,exclusive,0,1,0,0,1700
4285,Kérastase,Shampoo,Discipline Smoothing Shampoo,0,3,20.0,20.0,True,online only,1,0,0,0,679
4286,Kérastase,Hair Primers,Discipline Blow-Dry Smoothing Primer Mini,1,2,22.0,22.0,True,online only,1,0,0,0,1700
4287,Kérastase,Conditioner,Aura Botanica Conditioner,1,36,40.0,40.0,True,exclusive,0,1,0,0,840
4288,Kérastase,Hair Spray,Laque Extreme Hairspray,1,5,30.0,30.0,True,online only,1,0,0,0,459
4289,Kérastase,Hair Spray,Laque Dentelle Flexible Hold Hair Spray,0,0,30.0,30.0,True,exclusive,0,1,0,0,541
4290,Kérastase,Shampoo,Nutritive Shampoo for Normal to Dry Hair Mini,0,1,17.0,17.0,True,online only,1,0,0,0,510
4291,Kérastase,Value & Gift Sets,Aura Botanica Travel Set,0,4,50.0,50.0,True,limited edition · online only,1,0,1,0,2000
4292,Kérastase,Shampoo,Resistance Shampoo for Damaged Hair Mini,0,0,17.0,17.0,True,online only,1,0,0,0,0
4293,Kérastase,Conditioner,Nutritive Conditioner for Normal to Dry Hair Mini,0,0,19.0,19.0,True,online only,1,0,0,0,551
4294,Kérastase,Hair Masks,Specifique Scalp Renewing Mask,0,8,62.0,62.0,True,exclusive,0,1,0,0,958
4295,Kérastase,Hair Styling Products,Aura Botanica Blow-Dry Milk,1,40,37.0,37.0,True,exclusive,0,1,0,0,1200
4296,Kérastase,Scalp & Hair Treatments,Reflection Cool Blonde Purple Color Correcting Treatment,1,1,38.5,38.5,True,online only,1,0,0,0,1000
4297,Kérastase,Hair Primers,Resistance Length Strengthening Blow-Dry Primer Mini,0,0,22.0,22.0,True,online only,1,0,0,0,642
4298,Kérastase,Hair Primers,L'incroyable Blow-Dry Reshapable Lotion Mini,0,0,21.0,21.0,True,online only,1,0,0,0,998
4299,Kérastase,Shampoo,Discipline Smoothing Shampoo Mini,0,0,20.0,20.0,True,online only,1,0,0,0,483
4300,Kérastase,Hair Styling Products,Elixir Ultime Bi-Phase Oil Spray,0,8,50.0,50.0,True,exclusive,0,1,0,0,1800
4301,KEVYN AUCOIN,Concealer,The Sensual Skin Enhancer Concealer,1,552,48.0,48.0,False,0,0,0,0,0,72300
4302,KEVYN AUCOIN,Eyelash Curlers,The Eyelash Curler,1,410,21.0,21.0,False,0,0,0,0,0,25900
4303,KEVYN AUCOIN,Contour,The Sculpting Contour Powder,1,736,44.0,44.0,False,0,0,0,0,0,71700
4304,KEVYN AUCOIN,Mascara,The Volume Mascara,1,141,28.0,28.0,False,0,0,0,0,0,5600
4305,KEVYN AUCOIN,Foundation,Foundation Balm,0,108,52.0,52.0,False,0,0,0,0,0,12800
4306,KEVYN AUCOIN,Foundation,The Etherealist Foundation,1,195,58.0,58.0,False,0,0,0,0,0,15100
4307,KEVYN AUCOIN,Highlighter,Glass Glow Face Liquid Highlighter,0,90,32.0,32.0,False,0,0,0,0,0,13900
